台灣頻道,#genre#
采昌影劇,https://tang.serv00.net/zb/99.php?id=2804&token=ade00fd0
影迷數位電影,https://tang.serv00.net/zb/99.php?id=497&token=ade00fd0
影迷數位電影,https://tang.serv00.net/zb/99.php?id=2800&token=ade00fd0
龍華戲劇,https://tang.serv00.net/zb/99.php?id=365&token=ade00fd0
龍華戲劇,https://tang.serv00.net/zb/99.php?id=2796&token=ade00fd0
龍華經典,https://tang.serv00.net/zb/99.php?id=100&token=ade00fd0
龍翔時代,https://tang.serv00.net/zb/99.php?id=373&token=ade00fd0
AXN臺灣,https://tang.serv00.net/zb/99.php?id=423&token=ade00fd0
AXN臺灣,https://tang.serv00.net/zb/99.php?id=2816&token=ade00fd0
天映經典,https://tang.serv00.net/zb/99.php?id=2289&token=ade00fd0
公視戲劇,https://tang.serv00.net/zb/99.php?id=69&token=ade00fd0
AXN亞洲,https://tang.serv00.net/zb/99.php?id=1066&token=ade00fd0
Trill恐怖電影,https://tang.serv00.net/zb/99.php?id=18&token=ade00fd0
龍華電影,https://tang.serv00.net/zb/99.php?id=311&token=ade00fd0
華納電影,https://tang.serv00.net/zb/99.php?id=83&token=ade00fd0
靖天戲劇,https://tang.serv00.net/zb/99.php?id=109&token=ade00fd0
CATCHPLAY,https://tang.serv00.net/zb/99.php?id=362&token=ade00fd0
TVB亞洲劇,https://tang.serv00.net/zb/99.php?id=1048&token=ade00fd0
TVB粵語片,https://tang.serv00.net/zb/99.php?id=1589&token=ade00fd0
CHC高清電影,https://tang.serv00.net/zb/99.php?id=1345&token=ade00fd0
CHC動作電影,https://tang.serv00.net/zb/99.php?id=1346&token=ade00fd0
CHC家庭影院,https://tang.serv00.net/zb/99.php?id=1347&token=ade00fd0
CBN歡笑劇場4K,https://tang.serv00.net/zb/99.php?id=1348&token=ade00fd0
SETONE,https://tang.serv00.net/zb/99.php?id=1349&token=ade00fd0
GEM,https://tang.serv00.net/zb/99.php?id=1350&token=ade00fd0
龍華洋片,https://tang.serv00.net/zb/99.php?id=341&token=ade00fd0
TVB功夫台,https://tang.serv00.net/zb/99.php?id=168&token=ade00fd0
新兵日記,https://tang.serv00.net/zb/99.php?id=264&token=ade00fd0
藍色水玲瓏,https://tang.serv00.net/zb/99.php?id=1690&token=ade00fd0
惡作劇之吻,https://tang.serv00.net/zb/99.php?id=496&token=ade00fd0
體育頻道,#genre#
緯來體育,https://tang.serv00.net/zb/99.php?id=118&token=ade00fd0
緯來體育,https://tang.serv00.net/zb/99.php?id=2732&token=ade00fd0
NBA(TW),https://tang.serv00.net/zb/99.php?id=71&token=ade00fd0
FOX Sport 2,https://tang.serv00.net/zb/99.php?id=1132&token=ade00fd0
FOX Sport 1,https://tang.serv00.net/zb/99.php?id=2791&token=ade00fd0
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=3224&token=ade00fd0
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=1133&token=ade00fd0
Eleven Sport 2,https://tang.serv00.net/zb/99.php?id=301&token=ade00fd0
ELTA體育1,https://tang.serv00.net/zb/99.php?id=192&token=ade00fd0
ELTA體育1,https://tang.serv00.net/zb/99.php?id=2729&token=ade00fd0
ELTA體育2,https://tang.serv00.net/zb/99.php?id=193&token=ade00fd0
ELTA體育2,https://tang.serv00.net/zb/99.php?id=2730&token=ade00fd0
ELTA體育3,https://tang.serv00.net/zb/99.php?id=194&token=ade00fd0
ELTA體育3,https://tang.serv00.net/zb/99.php?id=2731&token=ade00fd0
ELTA體育3台,https://tang.serv00.net/zb/99.php?id=2722&token=ade00fd0
ELTA體育4,https://tang.serv00.net/zb/99.php?id=2820&token=ade00fd0
Z頻道,https://tang.serv00.net/zb/99.php?id=1130&token=ade00fd0
博斯無限,https://tang.serv00.net/zb/99.php?id=381&token=ade00fd0
博斯無限,https://tang.serv00.net/zb/99.php?id=2797&token=ade00fd0
博斯無限2,https://tang.serv00.net/zb/99.php?id=426&token=ade00fd0
博斯無限2,https://tang.serv00.net/zb/99.php?id=2798&token=ade00fd0
博斯網球,https://tang.serv00.net/zb/99.php?id=498&token=ade00fd0
博斯高球1,https://tang.serv00.net/zb/99.php?id=377&token=ade00fd0
博斯高球2,https://tang.serv00.net/zb/99.php?id=378&token=ade00fd0
博斯高球2（備）,https://tang.serv00.net/zb/99.php?id=2833&token=ade00fd0
博斯魅力,https://tang.serv00.net/zb/99.php?id=175&token=ade00fd0
博斯運動1,https://tang.serv00.net/zb/99.php?id=379&token=ade00fd0
博斯運動2,https://tang.serv00.net/zb/99.php?id=380&token=ade00fd0
TRACE Sport Stars,https://tang.serv00.net/zb/99.php?id=1037&token=ade00fd0
歐洲體育,https://tang.serv00.net/zb/99.php?id=1342&token=ade00fd0
魅力足球,https://tang.serv00.net/zb/99.php?id=464&token=ade00fd0
BeIN Sport News,https://tang.serv00.net/zb/99.php?id=2402&token=ade00fd0
BeIN Sport 1,https://tang.serv00.net/zb/99.php?id=2403&token=ade00fd0
BeIN Sport 2,https://tang.serv00.net/zb/99.php?id=2404&token=ade00fd0
BeIN Sport 3,https://tang.serv00.net/zb/99.php?id=2405&token=ade00fd0
BeIN Sport 4,https://tang.serv00.net/zb/99.php?id=2406&token=ade00fd0
BeIN Sport 5,https://tang.serv00.net/zb/99.php?id=2407&token=ade00fd0
BeIN Sport 6,https://tang.serv00.net/zb/99.php?id=2408&token=ade00fd0
BeIN Sport 7,https://tang.serv00.net/zb/99.php?id=2409&token=ade00fd0
BeIN Sport 8,https://tang.serv00.net/zb/99.php?id=2410&token=ade00fd0
BeIN Sport 9,https://tang.serv00.net/zb/99.php?id=2411&token=ade00fd0
BeIN Sport 10,https://tang.serv00.net/zb/99.php?id=2412&token=ade00fd0
BeIN Sport 11,https://tang.serv00.net/zb/99.php?id=2413&token=ade00fd0
BeIN Sport 12,https://tang.serv00.net/zb/99.php?id=2414&token=ade00fd0
Bein Sport 13,https://tang.serv00.net/zb/99.php?id=2415&token=ade00fd0
Bein Sport 15,https://tang.serv00.net/zb/99.php?id=2416&token=ade00fd0
Bein sports,https://tang.serv00.net/zb/99.php?id=2417&token=ade00fd0
Bein Sport 14,https://tang.serv00.net/zb/99.php?id=2418&token=ade00fd0
J SPORTS 1,https://tang.serv00.net/zb/99.php?id=129&token=ade00fd0
J SPORTS 2,https://tang.serv00.net/zb/99.php?id=130&token=ade00fd0
J SPORTS 3,https://tang.serv00.net/zb/99.php?id=131&token=ade00fd0
J SPORTS 4,https://tang.serv00.net/zb/99.php?id=132&token=ade00fd0
KBSN Sports,https://tang.serv00.net/zb/99.php?id=2353&token=ade00fd0
Spotv,https://tang.serv00.net/zb/99.php?id=266&token=ade00fd0
Spotv2,https://tang.serv00.net/zb/99.php?id=267&token=ade00fd0
SBS Sports,https://tang.serv00.net/zb/99.php?id=487&token=ade00fd0
ESPN 1,https://tang.serv00.net/zb/99.php?id=1182&token=ade00fd0
ESPN 2,https://tang.serv00.net/zb/99.php?id=1183&token=ade00fd0
ESPN 2,https://tang.serv00.net/zb/99.php?id=2789&token=ade00fd0
NBA,https://tang.serv00.net/zb/99.php?id=2792&token=ade00fd0
NBA TV US,https://tang.serv00.net/zb/99.php?id=1185&token=ade00fd0
Fox Sport 1,https://tang.serv00.net/zb/99.php?id=1186&token=ade00fd0
Fox Sport 2,https://tang.serv00.net/zb/99.php?id=1187&token=ade00fd0
TSN 1,https://tang.serv00.net/zb/99.php?id=1273&token=ade00fd0
TSN 2,https://tang.serv00.net/zb/99.php?id=1274&token=ade00fd0
TSN 3,https://tang.serv00.net/zb/99.php?id=1275&token=ade00fd0
TSN 4,https://tang.serv00.net/zb/99.php?id=1276&token=ade00fd0
TSN 5,https://tang.serv00.net/zb/99.php?id=1277&token=ade00fd0
SportNet ON,https://tang.serv00.net/zb/99.php?id=1278&token=ade00fd0
SportNet One,https://tang.serv00.net/zb/99.php?id=1279&token=ade00fd0
SportNet World,https://tang.serv00.net/zb/99.php?id=1280&token=ade00fd0
SportNet 360,https://tang.serv00.net/zb/99.php?id=1281&token=ade00fd0
NBA CA,https://tang.serv00.net/zb/99.php?id=1282&token=ade00fd0
E ent,https://tang.serv00.net/zb/99.php?id=1392&token=ade00fd0
Freesports,https://tang.serv00.net/zb/99.php?id=1412&token=ade00fd0
BT Sport 2,https://tang.serv00.net/zb/99.php?id=166&token=ade00fd0
BT Sport 3,https://tang.serv00.net/zb/99.php?id=167&token=ade00fd0
BT Sport 1,https://tang.serv00.net/zb/99.php?id=165&token=ade00fd0
Sky Sports 1,https://tang.serv00.net/zb/99.php?id=172&token=ade00fd0
Sky Sport 2,https://tang.serv00.net/zb/99.php?id=171&token=ade00fd0
Sky Sports F1,https://tang.serv00.net/zb/99.php?id=182&token=ade00fd0
Sky Sport 3,https://tang.serv00.net/zb/99.php?id=183&token=ade00fd0
Sky Sport 4,https://tang.serv00.net/zb/99.php?id=417&token=ade00fd0
Sky Sport 5,https://tang.serv00.net/zb/99.php?id=418&token=ade00fd0
sky sports racing hd,https://tang.serv00.net/zb/99.php?id=2778&token=ade00fd0
sky news hd,https://tang.serv00.net/zb/99.php?id=2779&token=ade00fd0
sky sports mix,https://tang.serv00.net/zb/99.php?id=2780&token=ade00fd0
sky sports arena,https://tang.serv00.net/zb/99.php?id=2781&token=ade00fd0
sky sports football,https://tang.serv00.net/zb/99.php?id=2782&token=ade00fd0
sky sports premier league,https://tang.serv00.net/zb/99.php?id=2783&token=ade00fd0
sky sports the open,https://tang.serv00.net/zb/99.php?id=2784&token=ade00fd0
sky sports action,https://tang.serv00.net/zb/99.php?id=2785&token=ade00fd0
sky sports cricket,https://tang.serv00.net/zb/99.php?id=2786&token=ade00fd0
sky sports main event,https://tang.serv00.net/zb/99.php?id=2787&token=ade00fd0
Bein Sport 4 Max,https://tang.serv00.net/zb/99.php?id=1405&token=ade00fd0
Bein Sport 5 Max,https://tang.serv00.net/zb/99.php?id=1450&token=ade00fd0
Bein Sport 1,https://tang.serv00.net/zb/99.php?id=1085&token=ade00fd0
Bein Sport 3,https://tang.serv00.net/zb/99.php?id=2230&token=ade00fd0
SKY SPORT NBA,https://tang.serv00.net/zb/99.php?id=2738&token=ade00fd0
SKY SPORT ARENA,https://tang.serv00.net/zb/99.php?id=2739&token=ade00fd0
SKY F1,https://tang.serv00.net/zb/99.php?id=2740&token=ade00fd0
Sky sport uno,https://tang.serv00.net/zb/99.php?id=1597&token=ade00fd0
Rai Sport,https://tang.serv00.net/zb/99.php?id=1613&token=ade00fd0
Suria,https://tang.serv00.net/zb/99.php?id=434&token=ade00fd0
Astro Sp1,https://tang.serv00.net/zb/99.php?id=444&token=ade00fd0
ASSP1_HD,https://tang.serv00.net/zb/99.php?id=1070&token=ade00fd0
Astro Sp2,https://tang.serv00.net/zb/99.php?id=445&token=ade00fd0
ASSP2_HD,https://tang.serv00.net/zb/99.php?id=1071&token=ade00fd0
Astro Sp3,https://tang.serv00.net/zb/99.php?id=446&token=ade00fd0
Astro Sp4,https://tang.serv00.net/zb/99.php?id=447&token=ade00fd0
Astro Sp5,https://tang.serv00.net/zb/99.php?id=2432&token=ade00fd0
Sport TV 1,https://tang.serv00.net/zb/99.php?id=1779&token=ade00fd0
Sport TV 2,https://tang.serv00.net/zb/99.php?id=1785&token=ade00fd0
Sport TV 3,https://tang.serv00.net/zb/99.php?id=2135&token=ade00fd0
紀實頻道,#genre#
亞洲旅遊,https://tang.serv00.net/zb/99.php?id=2299&token=ade00fd0
探索頻道,https://tang.serv00.net/zb/99.php?id=2817&token=ade00fd0
探索頻道,https://tang.serv00.net/zb/99.php?id=1035&token=ade00fd0
大陸尋奇,https://tang.serv00.net/zb/99.php?id=102&token=ade00fd0
TLC,https://tang.serv00.net/zb/99.php?id=2275&token=ade00fd0
動物星球,https://tang.serv00.net/zb/99.php?id=367&token=ade00fd0
Fashion One,https://tang.serv00.net/zb/99.php?id=113&token=ade00fd0
民視旅遊,https://tang.serv00.net/zb/99.php?id=78&token=ade00fd0
探索亞洲,https://tang.serv00.net/zb/99.php?id=306&token=ade00fd0
探索科學,https://tang.serv00.net/zb/99.php?id=343&token=ade00fd0
Nat Geo WILD,https://tang.serv00.net/zb/99.php?id=388&token=ade00fd0
國家野生,https://tang.serv00.net/zb/99.php?id=1038&token=ade00fd0
HGTV,https://tang.serv00.net/zb/99.php?id=1159&token=ade00fd0
CI罪案偵查,https://tang.serv00.net/zb/99.php?id=2303&token=ade00fd0
探索EVE,https://tang.serv00.net/zb/99.php?id=1036&token=ade00fd0
TaiwanPlus,https://tang.serv00.net/zb/99.php?id=327&token=ade00fd0
BBC Lifestyle,https://tang.serv00.net/zb/99.php?id=424&token=ade00fd0
視納華仁紀實,https://tang.serv00.net/zb/99.php?id=91&token=ade00fd0
美食星球,https://tang.serv00.net/zb/99.php?id=1360&token=ade00fd0
美食星球,https://tang.serv00.net/zb/99.php?id=3073&token=ade00fd0
EYE旅遊,https://tang.serv00.net/zb/99.php?id=1494&token=ade00fd0
Travel Channel,https://tang.serv00.net/zb/99.php?id=63&token=ade00fd0
BBC EARTH,https://tang.serv00.net/zb/99.php?id=97&token=ade00fd0
探索動力DMAX,https://tang.serv00.net/zb/99.php?id=335&token=ade00fd0
Pet Club,https://tang.serv00.net/zb/99.php?id=368&token=ade00fd0
Globetrotter 環遊旅行家,https://tang.serv00.net/zb/99.php?id=114&token=ade00fd0
NASA TV,https://tang.serv00.net/zb/99.php?id=25&token=ade00fd0
NASA Live,https://tang.serv00.net/zb/99.php?id=196&token=ade00fd0
TV5MONDE STYLE,https://tang.serv00.net/zb/99.php?id=389&token=ade00fd0
動物世界,https://tang.serv00.net/zb/99.php?id=291&token=ade00fd0
法國時裝,https://tang.serv00.net/zb/99.php?id=2287&token=ade00fd0
TLC,https://tang.serv00.net/zb/99.php?id=1533&token=ade00fd0
National Geographic,https://tang.serv00.net/zb/99.php?id=294&token=ade00fd0
TLC Canada,https://tang.serv00.net/zb/99.php?id=1262&token=ade00fd0
Food Network Canada,https://tang.serv00.net/zb/99.php?id=1265&token=ade00fd0
History,https://tang.serv00.net/zb/99.php?id=1413&token=ade00fd0
Food Network 英,https://tang.serv00.net/zb/99.php?id=1421&token=ade00fd0
少兒頻道,#genre#
Leigha Marina,https://tang.serv00.net/zb/99.php?id=313&token=ade00fd0
MOMO親子,https://tang.serv00.net/zb/99.php?id=2767&token=ade00fd0
MOMO親子,https://tang.serv00.net/zb/99.php?id=1126&token=ade00fd0
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=2771&token=ade00fd0
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=371&token=ade00fd0
東森亞洲呦呦,https://tang.serv00.net/zb/99.php?id=293&token=ade00fd0
CN Asia,https://tang.serv00.net/zb/99.php?id=2768&token=ade00fd0
Nick Jr.,https://tang.serv00.net/zb/99.php?id=50&token=ade00fd0
PAW Patrol,https://tang.serv00.net/zb/99.php?id=2226&token=ade00fd0
Spidey,https://tang.serv00.net/zb/99.php?id=2270&token=ade00fd0
Dreamworks,https://tang.serv00.net/zb/99.php?id=48&token=ade00fd0
CN卡通,https://tang.serv00.net/zb/99.php?id=107&token=ade00fd0
Curious George,https://tang.serv00.net/zb/99.php?id=173&token=ade00fd0
Gabby Dollhouse,https://tang.serv00.net/zb/99.php?id=1344&token=ade00fd0
Animax,https://tang.serv00.net/zb/99.php?id=59&token=ade00fd0
Bluey,https://tang.serv00.net/zb/99.php?id=143&token=ade00fd0
靖洋卡通,https://tang.serv00.net/zb/99.php?id=348&token=ade00fd0
靖天卡通,https://tang.serv00.net/zb/99.php?id=344&token=ade00fd0
i-Fun動漫,https://tang.serv00.net/zb/99.php?id=1127&token=ade00fd0
i-Fun動漫,https://tang.serv00.net/zb/99.php?id=2802&token=ade00fd0
達文西,https://tang.serv00.net/zb/99.php?id=68&token=ade00fd0
Baby TV,https://tang.serv00.net/zb/99.php?id=1129&token=ade00fd0
Treehouse,https://tang.serv00.net/zb/99.php?id=55&token=ade00fd0
Nickj,https://tang.serv00.net/zb/99.php?id=53&token=ade00fd0
Disney,https://tang.serv00.net/zb/99.php?id=5&token=ade00fd0
Disneyxd,https://tang.serv00.net/zb/99.php?id=31&token=ade00fd0
Disneyj,https://tang.serv00.net/zb/99.php?id=47&token=ade00fd0
Boomerang,https://tang.serv00.net/zb/99.php?id=57&token=ade00fd0
Disney Junior,https://tang.serv00.net/zb/99.php?id=460&token=ade00fd0
Hogi,https://tang.serv00.net/zb/99.php?id=2346&token=ade00fd0
Baby Shark,https://tang.serv00.net/zb/99.php?id=1399&token=ade00fd0
Phineas and Ferb,https://tang.serv00.net/zb/99.php?id=1098&token=ade00fd0
Robocar POLI,https://tang.serv00.net/zb/99.php?id=298&token=ade00fd0
SpongeBob,https://tang.serv00.net/zb/99.php?id=1094&token=ade00fd0
Baby Zoo Songs,https://tang.serv00.net/zb/99.php?id=2438&token=ade00fd0
朱妮托尼,https://tang.serv00.net/zb/99.php?id=2537&token=ade00fd0
Beep Beep,https://tang.serv00.net/zb/99.php?id=3015&token=ade00fd0
SuperKitties,https://tang.serv00.net/zb/99.php?id=2978&token=ade00fd0
Winnie,https://tang.serv00.net/zb/99.php?id=3018&token=ade00fd0
音樂宗教,#genre#
好消息,https://tang.serv00.net/zb/99.php?id=104&token=ade00fd0
好消息2,https://tang.serv00.net/zb/99.php?id=363&token=ade00fd0
Hits Radio,https://tang.serv00.net/zb/99.php?id=4&token=ade00fd0
Unbelievable Beauty,https://tang.serv00.net/zb/99.php?id=1002&token=ade00fd0
Relaxing Music,https://tang.serv00.net/zb/99.php?id=151&token=ade00fd0
Relaxing Jazz Piano,https://tang.serv00.net/zb/99.php?id=1351&token=ade00fd0
輕鬆音樂,https://tang.serv00.net/zb/99.php?id=1361&token=ade00fd0
One World Radio,https://tang.serv00.net/zb/99.php?id=1153&token=ade00fd0
Mezzo Live,https://tang.serv00.net/zb/99.php?id=60&token=ade00fd0
8FM,https://tang.serv00.net/zb/99.php?id=9&token=ade00fd0
Lofi Hip Hop,https://tang.serv00.net/zb/99.php?id=2350&token=ade00fd0
Eight FM,https://tang.serv00.net/zb/99.php?id=1021&token=ade00fd0
自然の音,https://tang.serv00.net/zb/99.php?id=1138&token=ade00fd0
4K Nature,https://tang.serv00.net/zb/99.php?id=1015&token=ade00fd0
Coffee Jazz,https://tang.serv00.net/zb/99.php?id=1019&token=ade00fd0
Space Ambient,https://tang.serv00.net/zb/99.php?id=1005&token=ade00fd0
Rolling Cam Venice,https://tang.serv00.net/zb/99.php?id=1007&token=ade00fd0
大愛一臺,https://tang.serv00.net/zb/99.php?id=11&token=ade00fd0
大愛二臺,https://tang.serv00.net/zb/99.php?id=197&token=ade00fd0
Baroque Live Music,https://tang.serv00.net/zb/99.php?id=1027&token=ade00fd0
唯心電視,https://tang.serv00.net/zb/99.php?id=1150&token=ade00fd0
人間衛視,https://tang.serv00.net/zb/99.php?id=101&token=ade00fd0
Good Life Radio,https://tang.serv00.net/zb/99.php?id=1152&token=ade00fd0
Rainy Jazz,https://tang.serv00.net/zb/99.php?id=1089&token=ade00fd0
Deep House Radio,https://tang.serv00.net/zb/99.php?id=1090&token=ade00fd0
Sleeping Music,https://tang.serv00.net/zb/99.php?id=1087&token=ade00fd0
Relaxing Piano Collection,https://tang.serv00.net/zb/99.php?id=1088&token=ade00fd0
Trace Urban,https://tang.serv00.net/zb/99.php?id=1003&token=ade00fd0
佛衛慈悲台,https://tang.serv00.net/zb/99.php?id=1306&token=ade00fd0
生命電視,https://tang.serv00.net/zb/99.php?id=1124&token=ade00fd0
華藏電視,https://tang.serv00.net/zb/99.php?id=1053&token=ade00fd0
西洋排行榜,https://tang.serv00.net/zb/99.php?id=1602&token=ade00fd0
治愈音樂,https://tang.serv00.net/zb/99.php?id=1503&token=ade00fd0
正德電視,https://tang.serv00.net/zb/99.php?id=42&token=ade00fd0
SupremeMasterTV,https://tang.serv00.net/zb/99.php?id=323&token=ade00fd0
鳥鳴音樂,https://tang.serv00.net/zb/99.php?id=1407&token=ade00fd0
大陸頻道,#genre#
CGTN English,https://tang.serv00.net/zb/99.php?id=2362&token=ade00fd0
CGTN Documentary,https://tang.serv00.net/zb/99.php?id=2363&token=ade00fd0
CGTN Français,https://tang.serv00.net/zb/99.php?id=2364&token=ade00fd0
CGTN Español,https://tang.serv00.net/zb/99.php?id=317&token=ade00fd0
CGTN العربية,https://tang.serv00.net/zb/99.php?id=1004&token=ade00fd0
CCTV1,https://tang.serv00.net/zb/99.php?id=200&token=ade00fd0
CCTV1,https://tang.serv00.net/zb/99.php?id=2305&token=ade00fd0
CCTV2,https://tang.serv00.net/zb/99.php?id=201&token=ade00fd0
CCTV2,https://tang.serv00.net/zb/99.php?id=2763&token=ade00fd0
CCTV3,https://tang.serv00.net/zb/99.php?id=202&token=ade00fd0
CCTV3,https://tang.serv00.net/zb/99.php?id=2808&token=ade00fd0
CCTV4,https://tang.serv00.net/zb/99.php?id=248&token=ade00fd0
CCTV4,https://tang.serv00.net/zb/99.php?id=203&token=ade00fd0
CCTV4,https://tang.serv00.net/zb/99.php?id=2764&token=ade00fd0
CCTV5,https://tang.serv00.net/zb/99.php?id=204&token=ade00fd0
CCTV5,https://tang.serv00.net/zb/99.php?id=2760&token=ade00fd0
CCTV5plus,https://tang.serv00.net/zb/99.php?id=205&token=ade00fd0
CCTV5plus,https://tang.serv00.net/zb/99.php?id=2759&token=ade00fd0
CCTV6,https://tang.serv00.net/zb/99.php?id=206&token=ade00fd0
CCTV6,https://tang.serv00.net/zb/99.php?id=2758&token=ade00fd0
CCTV7,https://tang.serv00.net/zb/99.php?id=207&token=ade00fd0
CCTV7,https://tang.serv00.net/zb/99.php?id=2757&token=ade00fd0
CCTV8,https://tang.serv00.net/zb/99.php?id=208&token=ade00fd0
CCTV8,https://tang.serv00.net/zb/99.php?id=2756&token=ade00fd0
CCTV9,https://tang.serv00.net/zb/99.php?id=2308&token=ade00fd0
CCTV9,https://tang.serv00.net/zb/99.php?id=209&token=ade00fd0
CCTV10,https://tang.serv00.net/zb/99.php?id=210&token=ade00fd0
CCTV11,https://tang.serv00.net/zb/99.php?id=2809&token=ade00fd0
CCTV11,https://tang.serv00.net/zb/99.php?id=211&token=ade00fd0
CCTV12,https://tang.serv00.net/zb/99.php?id=212&token=ade00fd0
CCTV12,https://tang.serv00.net/zb/99.php?id=2755&token=ade00fd0
CCTV13,https://tang.serv00.net/zb/99.php?id=213&token=ade00fd0
CCTV13,https://tang.serv00.net/zb/99.php?id=2754&token=ade00fd0
CCTV14,https://tang.serv00.net/zb/99.php?id=214&token=ade00fd0
CCTV14,https://tang.serv00.net/zb/99.php?id=2826&token=ade00fd0
CCTV15,https://tang.serv00.net/zb/99.php?id=215&token=ade00fd0
CCTV16,https://tang.serv00.net/zb/99.php?id=2821&token=ade00fd0
浙江卫视,https://tang.serv00.net/zb/99.php?id=217&token=ade00fd0
江苏卫视,https://tang.serv00.net/zb/99.php?id=2829&token=ade00fd0
江苏卫视,https://tang.serv00.net/zb/99.php?id=218&token=ade00fd0
南方卫视,https://tang.serv00.net/zb/99.php?id=219&token=ade00fd0
北京卫视,https://tang.serv00.net/zb/99.php?id=220&token=ade00fd0
广东卫视,https://tang.serv00.net/zb/99.php?id=231&token=ade00fd0
广东卫视,https://tang.serv00.net/zb/99.php?id=1499&token=ade00fd0
东方卫视,https://tang.serv00.net/zb/99.php?id=224&token=ade00fd0
河南卫视,https://tang.serv00.net/zb/99.php?id=225&token=ade00fd0
湖南卫视,https://tang.serv00.net/zb/99.php?id=226&token=ade00fd0
湖北卫视,https://tang.serv00.net/zb/99.php?id=227&token=ade00fd0
东南卫视,https://tang.serv00.net/zb/99.php?id=228&token=ade00fd0
辽宁卫视,https://tang.serv00.net/zb/99.php?id=229&token=ade00fd0
深圳卫视,https://tang.serv00.net/zb/99.php?id=230&token=ade00fd0
安徽卫视,https://tang.serv00.net/zb/99.php?id=232&token=ade00fd0
安徽卫视,https://tang.serv00.net/zb/99.php?id=2830&token=ade00fd0
四川卫视,https://tang.serv00.net/zb/99.php?id=233&token=ade00fd0
山东卫视,https://tang.serv00.net/zb/99.php?id=234&token=ade00fd0
青田電視台,https://tang.serv00.net/zb/99.php?id=2295&token=ade00fd0
天津衛視,https://tang.serv00.net/zb/99.php?id=1093&token=ade00fd0
江西衛視,https://tang.serv00.net/zb/99.php?id=1097&token=ade00fd0
新疆衛視,https://tang.serv00.net/zb/99.php?id=1026&token=ade00fd0
にっぽん,#genre#
JapaNews24,https://tang.serv00.net/zb/99.php?id=425&token=ade00fd0
スカイA,https://tang.serv00.net/zb/99.php?id=2433&token=ade00fd0
ANN/テレ朝,https://tang.serv00.net/zb/99.php?id=1502&token=ade00fd0
日テレニュース24,https://tang.serv00.net/zb/99.php?id=292&token=ade00fd0
フジone,https://tang.serv00.net/zb/99.php?id=2300&token=ade00fd0
フジ two,https://tang.serv00.net/zb/99.php?id=2301&token=ade00fd0
フジ next,https://tang.serv00.net/zb/99.php?id=2750&token=ade00fd0
KANSAI News24,https://tang.serv00.net/zb/99.php?id=247&token=ade00fd0
メ～テレNEWS,https://tang.serv00.net/zb/99.php?id=245&token=ade00fd0
広島ニュース,https://tang.serv00.net/zb/99.php?id=1095&token=ade00fd0
TBS NEWS,https://tang.serv00.net/zb/99.php?id=1096&token=ade00fd0
RKB NEWS 24,https://tang.serv00.net/zb/99.php?id=1043&token=ade00fd0
STV NEWS,https://tang.serv00.net/zb/99.php?id=1500&token=ade00fd0
テレ朝チャンネル1,https://tang.serv00.net/zb/99.php?id=2271&token=ade00fd0
テレ朝チャンネル2,https://tang.serv00.net/zb/99.php?id=2344&token=ade00fd0
スポーツライブ＋,https://tang.serv00.net/zb/99.php?id=2343&token=ade00fd0
読売テレビ,https://tang.serv00.net/zb/99.php?id=198&token=ade00fd0
関西テレビ,https://tang.serv00.net/zb/99.php?id=235&token=ade00fd0
BS日テレ,https://tang.serv00.net/zb/99.php?id=240&token=ade00fd0
BS朝日,https://tang.serv00.net/zb/99.php?id=241&token=ade00fd0
BS-TBS,https://tang.serv00.net/zb/99.php?id=242&token=ade00fd0
BSテレビ東京,https://tang.serv00.net/zb/99.php?id=243&token=ade00fd0
SATVニュース,https://tang.serv00.net/zb/99.php?id=1594&token=ade00fd0
BSフジ,https://tang.serv00.net/zb/99.php?id=244&token=ade00fd0
旅チャンネル,https://tang.serv00.net/zb/99.php?id=2304&token=ade00fd0
NHK BS Premium,https://tang.serv00.net/zb/99.php?id=2807&token=ade00fd0
いつでも静岡,https://tang.serv00.net/zb/99.php?id=421&token=ade00fd0
TOKYO MX 1,https://tang.serv00.net/zb/99.php?id=2204&token=ade00fd0
TOKYO MX 2,https://tang.serv00.net/zb/99.php?id=2205&token=ade00fd0
朝日放送テレビ,https://tang.serv00.net/zb/99.php?id=237&token=ade00fd0
時代劇専門チャンネル,https://tang.serv00.net/zb/99.php?id=287&token=ade00fd0
TV Tokyo,https://tang.serv00.net/zb/99.php?id=123&token=ade00fd0
J SPORTS 1,https://tang.serv00.net/zb/99.php?id=129&token=ade00fd0
J SPORTS 2,https://tang.serv00.net/zb/99.php?id=130&token=ade00fd0
J SPORTS 3,https://tang.serv00.net/zb/99.php?id=131&token=ade00fd0
J SPORTS 4,https://tang.serv00.net/zb/99.php?id=132&token=ade00fd0
ABC朝日,https://tang.serv00.net/zb/99.php?id=127&token=ade00fd0
FU JI,https://tang.serv00.net/zb/99.php?id=122&token=ade00fd0
テレビ東京,https://tang.serv00.net/zb/99.php?id=2202&token=ade00fd0
フジテレビ,https://tang.serv00.net/zb/99.php?id=2203&token=ade00fd0
テレビ朝日,https://tang.serv00.net/zb/99.php?id=125&token=ade00fd0
